GeneID	BN4_540	BN4_541	BN4_770	BN4_771	BN4_772	BN4_773
Gene2282	927	1268	301	336	605	211
Gene2283	602	1284	563	501	714	269
Gene2284	143	330	110	131	33	76
Gene2285	86	317	152	172	72	72
Gene2286	674	8744	7676	3007	488	462
Gene2287	2741	3044	1437	1881	1597	981
Gene2288	2172	725	3104	922	507	0
Gene2289	854	790	98	194	602	341
Gene2290	561	918	560	413	518	299
Gene2291	654	969	147	0	179	0
Gene2292	293	388	210	488	172	499
Gene2293	241	507	240	572	330	0
Gene2294	960	931	556	523	294	0
Gene2295	123	128	100	169	44	118
Gene2296	210	157	0	36	175	237
Gene2297	199	17	0	29	15	0
Gene2298	89	0	0	0	38	0
Gene2299	4931	436	73	101	467	169
Gene2300	63	143	48	27	27	2
Gene2301	1342	681	287	555	1270	607
Gene2302	50	115	33	46	6	31
Gene2303	266	389	118	192	111	46
Gene2304	2906	4886	1849	1834	1475	3717
Gene2305	22	20	3	4	15	20
Gene2306	222	302	152	170	128	216
Gene2307	8564	16903	6259	7840	4410	10722
Gene2308	353	707	248	251	148	177
Gene2309	1832	3043	900	1375	2274	1438
Gene2310	313	1432	569	528	234	206
Gene2311	223	463	83	48	195	0
Gene2312	439	177	38	34	415	3192
Gene2313	15	31	13	16	2	3
Gene2314	938	505	468	202	893	393
Gene2315	682	1749	1185	696	745	2156
Gene2316	16923	4389	3972	2953	4915	4285
Gene2317	1050	1311	370	622	906	1159
Gene2318	132	832	292	528	112	116
Gene2319	401	276	132	87	252	640
Gene2320	544	629	1396	2111	195	634
Gene2321	907	1600	367	219	645	0
Gene2322	178	430	819	380	140	0
Gene2323	10	16	0	16	33	0
Gene2324	1344	3617	2008	7435	1003	1345
Gene2325	433	312	380	41	0	0
Gene2326	1475	2510	965	927	1043	3848
Gene2327	1783	2248	715	691	1143	1933
Gene2328	99	193	54	45	62	128
Gene2329	1003	1222	517	642	694	612
Gene2330	493	146	126	177	292	85
Gene2331	576	1020	1221	1374	437	0
Gene2332	270	0	0	186	0	0
Gene2333	4	22	18	9	4	15
Gene2334	2050	1994	1033	948	1599	1383
Gene2335	22	311	8	0	67	0
Gene2336	1128	2054	687	930	964	771
Gene2337	2096	3386	697	1007	1297	2132
Gene2338	86	98	48	250	169	0
Gene2339	303	0	0	0	39	0
Gene2340	1248	2194	558	869	562	2156
Gene2341	18	35	7	8	27	0
Gene2342	1580	1799	778	1527	844	1278
Gene2343	755	1177	117	124	452	42
Gene2344	152	258	112	175	91	252
Gene2345	934	1336	569	784	1225	1089
Gene2346	128	104	0	0	179	0
Gene2347	129	0	32	0	0	0
Gene2348	347	330	106	181	282	0
Gene2349	145	103	55	163	112	25
Gene2350	13	12	3	7	5	17
Gene2351	5	20	11	24	2	6
Gene2352	145	166	153	133	44	0
Gene2353	134	47	19	38	108	38
Gene2354	1280	80	0	0	1036	558
Gene2355	182	54	19	9	47	0
Gene2356	1655	1483	160	1160	744	0
Gene2357	10	14	7	7	3	7
Gene2358	504	530	138	217	319	28
Gene2359	120	90	29	19	119	56
Gene2360	1398	1037	653	982	703	160
Gene2361	331	142	69	0	208	241
Gene2362	61	53	25	42	20	16
Gene2363	36	9	0	0	21	0
Gene2364	63	137	13	0	112	0
Gene2365	277	117	20	106	217	0
Gene2366	182	416	251	309	160	334
Gene2367	174	504	58	129	50	7
Gene2368	11	11	2	6	1	17
Gene2369	22	24	5	13	14	19
Gene2370	6751	4631	1264	1588	1775	2172
Gene2371	2877	4975	1128	1272	1686	3896
Gene2372	50	77	0	0	0	0
Gene2373	5023	8298	2387	2728	3421	1729
Gene2374	2133	521	0	168	1137	1073
Gene2375	738	2574	1677	1371	754	435
Gene2376	71	77	30	38	55	99
Gene2377	309	1622	1005	1015	330	32
Gene2378	100	249	268	0	142	0
Gene2379	1337	910	230	166	810	1287
Gene2380	105	147	38	48	97	157
Gene2381	67	117	37	33	72	23
Gene2382	1153	2320	1333	1208	392	723
Gene2383	2381	2646	1353	478	717	146
Gene2384	664	584	198	293	384	181
Gene2385	461	497	134	38	277	288
Gene2386	12774	10468	4087	2171	8770	1034
Gene2387	11792	9443	2875	3164	3561	4915
Gene2388	143	593	2	279	26	0
Gene2389	130	205	137	88	63	66
Gene2390	41	69	12	17	18	25
Gene2391	321	197	29	97	252	99
Gene2392	909	1125	1296	1056	913	1227
Gene2393	349	229	175	423	103	476
Gene2394	68	334	0	0	21	0
Gene2395	9942	10511	4584	5742	8463	2425
Gene2396	383	568	449	626	366	958
Gene2397	187	28	0	0	58	0
Gene2398	1496	333	286	203	502	0
Gene2399	260	287	97	1	332	184
Gene2400	1883	3426	2043	1381	1872	1233
Gene2401	3333	3340	1010	1119	1193	771
Gene2402	25	15	0	0	0	0
Gene2403	302	294	189	142	332	490
Gene2404	163	265	98	72	27	77
Gene2405	155	147	23	15	71	0
Gene2406	35	111	64	0	95	0
Gene2407	2008	3538	1927	3896	2431	2036
Gene2408	288	76	0	11	144	50
Gene2409	1223	3203	427	305	496	3516
Gene2410	45	0	0	0	10	0
Gene2411	162	184	0	169	28	0
Gene2412	2991	2584	1552	1321	1245	1253
Gene2413	3085	3964	2405	3274	1240	855
Gene2414	10728	18257	7062	6596	4626	13343
Gene2415	438	398	102	163	304	78
Gene2416	308	426	216	173	179	36
Gene2417	1339	1407	379	488	390	407
Gene2418	2451	2813	1070	1859	1843	2301
Gene2419	555	946	604	799	372	505
Gene2420	2998	1112	410	259	2005	2773
Gene2421	1636	3231	484	553	1015	464
Gene2422	1389	2469	839	764	1276	224
Gene2423	272	1039	48	35	205	0
Gene2424	47	37	12	14	15	70
Gene2425	4074	5660	2576	3293	2955	2698
Gene2426	298	512	148	146	184	48
Gene2427	1896	2781	826	688	1381	649
Gene2428	44	22	0	0	0	0
Gene2429	124	423	133	128	59	0
Gene2430	529	592	599	17	1257	2963
Gene2431	573	1115	1108	690	270	201
Gene2432	10577	12384	9511	9625	3150	665
Gene2433	3	47	11	0	0	0
Gene2434	56	85	25	0	0	0
Gene2435	30	11	36	0	11	924
Gene2436	1521	4138	882	799	1130	1284
Gene2437	157	4137	19	0	165	437
Gene2438	1497	2206	1479	1381	1358	3557
Gene2439	452	37	0	0	34	0
Gene2440	1417	1113	538	668	592	913
Gene2441	1429	1043	612	703	1272	1110
Gene2442	184	737	238	205	58	117
Gene2443	816	2985	898	579	748	925
Gene2444	1002	886	0	0	907	0
Gene2445	10	0	0	0	18	0
Gene2446	890	1983	1805	1054	831	398
Gene2447	3245	5118	3565	3698	2932	7349
Gene2448	567	0	0	0	1151	0
Gene2449	579	1596	420	572	782	181
Gene2450	496	506	308	286	293	0
Gene2451	2669	8788	4493	4675	2154	2663
Gene2452	204	123	34	76	87	121
Gene2453	235	504	202	223	109	0
Gene2454	0	199	47	7	19	0
Gene2455	26	196	58	162	21	0
Gene2456	29	518	110	38	73	0
Gene2457	384	922	157	267	199	41
Gene2458	40	64	7	29	16	21
Gene2459	0	22	0	0	21	0
Gene2460	104	0	0	0	31	0
Gene2461	2400	314	0	0	511	0
Gene2462	306	1041	176	112	299	0
Gene2463	363	448	240	463	156	724
Gene2464	31	35	15	11	24	1
Gene2465	7224	7898	30165	20628	3465	1768
Gene2466	2024	1985	1357	1186	2037	1621
Gene2467	40	136	37	22	14	10
Gene2468	539	404	142	394	427	764
Gene2469	593	1394	368	420	441	57
Gene2470	37	0	0	0	73	0
Gene2471	353	338	494	554	656	68
Gene2472	15	2681	308	41	73	0
Gene2473	870	729	483	467	654	1968
Gene2474	549	1372	1041	420	441	118
Gene2475	3518	6480	1952	2777	2068	895
Gene2476	399	262	124	212	221	0
Gene2477	2536	3181	1329	1927	2142	2642
Gene2478	227	142	20	4	263	32
Gene2479	888	773	174	110	716	694
Gene2480	31	61	19	14	13	12
Gene2481	1871	7223	1311	2227	1007	1250
Gene2482	418	326	38	0	221	393
Gene2483	3621	4655	4168	1921	1013	265
Gene2484	508	1071	687	717	218	267
Gene2485	990	1830	1308	1735	557	1207
Gene2486	23	57	15	14	11	18
Gene2487	3736	1858	508	929	593	0
Gene2488	1746	4090	1946	1411	989	1373
Gene2489	3623	5609	2291	2821	3442	2624
Gene2490	1083	1978	778	842	401	912
Gene2491	1515	2967	944	1161	1282	2640
Gene2492	111	445	296	387	56	60
Gene2493	475	692	0	0	129	51
Gene2494	113	205	63	67	33	175
Gene2495	125	288	214	282	89	0
Gene2496	597	947	576	456	308	245
Gene2497	446	146	0	0	594	1346
Gene2498	68	38	44	41	0	0
Gene2499	20	1	0	0	99	0
Gene2500	490	181	54	289	222	454
Gene2501	3099	5331	11516	8933	984	1511
Gene2502	1789	1657	1787	1844	1156	1696
Gene2503	21	11	18	5	0	0
Gene2504	3266	317	459	532	1018	870
Gene2505	70	137	50	75	15	9
Gene2506	899	2216	973	476	665	246
Gene2507	237	748	445	1223	170	0
Gene2508	612	971	305	354	383	489
Gene2509	494	878	420	251	199	168
Gene2510	1884	4619	5810	9091	1327	2028
Gene2511	976	2119	628	681	691	1027
Gene2512	155	37	0	0	93	0
Gene2513	854	991	882	224	620	1051
Gene2514	45	720	145	48	16	0
Gene2515	24	2	1	0	23	0
Gene2516	336	494	126	49	372	138
Gene2517	167	164	23	34	94	113
Gene2518	879	323	2	1	112	551
Gene2519	20	76	34	55	7	7
Gene2520	233	184	34	51	259	369
Gene2521	8096	1064	1372	1409	4978	676
Gene2522	316	776	243	343	160	0
Gene2523	1338	1673	870	778	1299	2602
Gene2524	424	428	272	255	156	660
Gene2525	1876	2124	861	1839	1894	2122
Gene2526	311	314	105	88	297	159
Gene2527	470	1196	208	264	294	153
Gene2528	51	24	0	7	0	0
Gene2529	1664	2097	678	1287	1537	2558
Gene2530	80	97	68	106	27	57
Gene2531	199	632	272	203	253	17
Gene2532	120	18	17	33	25	12
Gene2533	392	743	113	24	461	399
Gene2534	2787	5128	1478	1514	2958	9817
Gene2535	3432	4195	1846	810	1690	3138
Gene2536	169	0	0	0	0	0
Gene2537	706	430	656	828	634	1522
Gene2538	2131	4040	2694	3390	1778	450
Gene2539	59	30	0	19	45	0
Gene2540	4505	7549	3940	6647	2297	3214
Gene2541	1434	2767	721	539	806	313
Gene2542	1400	986	133	906	212	101
Gene2543	2332	2439	958	1554	1222	681
Gene2544	764	2339	754	1316	691	294
Gene2545	139	12	13	0	174	139
Gene2546	1339	471	732	797	507	147
Gene2547	534	1401	300	1411	288	1144
Gene2548	201	215	76	140	212	55
Gene2549	15	0	0	0	9	60
Gene2550	974	823	304	604	667	605
Gene2551	91	233	70	79	37	93
Gene2552	5851	11657	10293	6939	3045	1669
Gene2553	621	2431	360	497	259	790
Gene2554	158	137	64	214	265	150
Gene2555	819	2195	1371	921	505	348
Gene2556	1	35	10	2	0	0
Gene2557	45	86	28	12	24	0
Gene2558	7	9	3	7	6	51
Gene2559	232	264	17	13	84	351
Gene2560	1227	1486	515	946	752	544
Gene2561	240	627	150	233	127	291
Gene2562	30	37	11	18	14	25
Gene2563	7745	7811	2998	4076	4268	1707
Gene2564	260	934	402	117	143	46
Gene2565	2810	6817	2575	2829	1866	3392
Gene2566	3575	1172	1152	1335	2614	376
Gene2567	1073	2264	728	773	532	112
Gene2568	219	177	65	120	140	393
Gene2569	21	22	14	17	12	16
Gene2570	185	1098	382	186	181	130
Gene2571	2578	1084	467	466	2583	249
Gene2572	46	213	38	61	39	27
Gene2573	5021	7947	3078	3304	2500	1520
Gene2574	605	1266	675	671	556	1368
Gene2575	293	384	229	410	122	472
Gene2576	148	227	33	57	142	0
Gene2577	1085	0	0	0	0	0
Gene2578	54	276	17	0	0	0
Gene2579	1820	1490	636	1121	632	679
Gene2580	105	885	133	166	92	155
Gene2581	2759	2733	925	2423	1144	0
Gene2582	2167	427	486	798	573	38
Gene2583	187	536	244	376	262	1152
Gene2584	3249	5783	1640	1903	2166	6257
Gene2585	140	0	0	0	34	0
Gene2586	392	379	214	85	209	248
Gene2587	14	38	21	26	16	26
Gene2588	369	607	278	250	253	49
Gene2589	290	934	241	180	189	229
Gene2590	332	2718	1093	952	128	130
Gene2591	740	5768	5281	2376	450	1031
Gene2592	2827	2874	3705	5483	2507	5532
Gene2593	303	162	70	93	218	0
Gene2594	14	66	13	37	0	0
Gene2595	2035	3047	536	125	1516	205
Gene2596	304	379	126	155	170	0
Gene2597	150	183	29	8	62	143
Gene2598	885	1044	807	757	989	3039
Gene2599	631	1170	429	317	141	59
Gene2600	23	24	6	10	7	5
Gene2601	371	1021	254	276	120	159
Gene2602	114	61	0	0	15	0
Gene2603	2044	6328	4775	3392	1524	635
Gene2604	2359	3657	752	784	2450	1777
Gene2605	203	314	0	0	17	0
Gene2606	130	183	68	93	279	87
Gene2607	1064	1394	346	469	657	820
Gene2608	1682	605	140	709	879	1053
Gene2609	272	657	403	1379	267	355
Gene2610	1608	2081	1516	3308	1182	7653
Gene2611	19	8	0	0	0	67
Gene2612	2665	4126	2892	1840	2515	986
Gene2613	52	61	0	13	30	0
Gene2614	1799	1919	785	657	977	174
Gene2615	165	66	77	72	112	0
Gene2616	373	326	723	755	314	210
Gene2617	340	3575	1323	455	267	105
Gene2618	3277	4778	1055	855	2011	624
Gene2619	514	655	90	245	481	556
Gene2620	113	166	248	74	9	262
Gene2621	101	139	89	109	57	98
Gene2622	1336	41	34	705	4549	585
Gene2623	474	278	113	82	82	156
Gene2624	427	441	116	298	274	634
Gene2625	933	4476	1980	1955	731	393
Gene2626	1777	4706	1888	2887	1240	1433
Gene2627	1288	1674	843	1112	845	1090
Gene2628	300	154	113	37	174	0
Gene2629	63	198	55	57	35	53
Gene2630	125	116	0	35	30	0
Gene2631	1314	3561	1525	1597	994	1049
Gene2632	1001	2349	1339	1446	471	444
Gene2633	248	311	78	87	203	560
Gene2634	3772	4073	8117	6460	1670	251
Gene2635	1269	149	50	1271	1334	900
Gene2636	1450	929	233	711	504	364
Gene2637	1	29	5	2	2	1
Gene2638	24	38	12	5	8	11
Gene2639	173	109	34	53	67	0
Gene2640	2774	3107	1492	1560	2086	2721
Gene2641	934	830	396	224	359	2069
Gene2642	1815	2335	743	1048	1257	1376
Gene2643	749	818	510	428	325	852
Gene2644	894	2211	982	950	363	538
Gene2645	66	41	0	17	107	29
Gene2646	201	125	24	0	178	109
Gene2647	4	4	3	4	3	7
Gene2648	556	1937	360	417	539	325
Gene2649	150	228	0	51	92	0
Gene2650	101	132	37	32	36	198
Gene2651	177	533	115	19	110	0
Gene2652	2096	4151	3163	3260	758	1929
Gene2653	23	31	5	8	8	7
Gene2654	518	1176	261	267	361	208
Gene2655	237	0	0	0	0	0
Gene2656	320	584	267	358	117	36
Gene2657	40	4	0	0	20	0
Gene2658	206	0	0	0	0	0
Gene2659	1059	1516	691	510	1040	337
Gene2660	501	753	240	274	691	409
Gene2661	18	991	0	0	0	0
Gene2662	40	150	228	110	24	49
Gene2663	792	810	160	156	944	49
Gene2664	266	464	377	813	110	0
Gene2665	180	234	9	18	69	57
Gene2666	615	738	302	414	239	0
Gene2667	476	577	165	116	278	245
Gene2668	452	289	374	221	273	246
Gene2669	1451	3077	1422	1034	602	423
Gene2670	1683	2082	1032	746	944	2157
Gene2671	1091	1800	1212	1166	967	81
Gene2672	53	239	0	2	24	0
Gene2673	701	1444	367	445	208	821
Gene2674	204	101	113	57	258	149
Gene2675	351	263	75	266	219	226
Gene2676	56	108	60	67	25	25
Gene2677	8	14	3	9	3	5
Gene2678	40	36	6	14	3	19
Gene2679	3058	4952	1957	1949	2125	3189
Gene2680	24	55	18	36	50	0
Gene2681	1180	1088	254	493	811	1110
Gene2682	44	123	32	0	0	0
Gene2683	66	49	62	43	39	29
Gene2684	197	1068	712	569	40	55
Gene2685	613	778	280	319	202	405
Gene2686	25	0	0	0	10	0
Gene2687	219	243	139	122	312	0
Gene2688	246	344	293	487	196	0
Gene2689	20475	30096	11634	14872	12646	28895
Gene2690	6778	10095	4475	3825	4880	5952
Gene2691	49	35	0	0	58	235
Gene2692	317	185	0	0	549	128
Gene2693	20	219	34	63	125	253
Gene2694	1780	1803	1200	975	955	3196
Gene2695	478	11	0	0	67	0
Gene2696	384	171	35	28	433	135
Gene2697	52	111	22	0	19	1
Gene2698	2418	5696	1367	1890	1289	1823
Gene2699	408	551	127	226	196	549
Gene2700	942	1208	264	55	677	1016
Gene2701	6580	13010	15899	11165	6442	3802
Gene2702	647	1040	370	353	400	425
Gene2703	65	25	20	7	0	20
Gene2704	1568	4843	1135	1332	605	686
Gene2705	2358	4868	1759	1862	1269	1556
Gene2706	2605	4478	1346	1426	1644	2156
Gene2707	1214	1018	564	1308	831	1693
Gene2708	1033	704	291	511	631	882
Gene2709	762	701	451	243	410	1945
Gene2710	291	505	254	237	393	575
Gene2711	6042	9440	3155	4184	4376	4746
Gene2712	4078	2649	20	0	0	27
Gene2713	232	226	102	63	157	497
Gene2714	34	65	0	0	0	0
Gene2715	1435	1409	523	397	880	54
Gene2716	181	132	38	19	106	94
Gene2717	343	1036	180	34	126	138
Gene2718	122	216	335	290	104	0
Gene2719	761	845	58	91	52	68
Gene2720	71	81	40	0	46	48
Gene2721	340	984	745	746	119	397
Gene2722	4182	13162	5025	5507	2480	3696
Gene2723	397	394	182	257	303	405
Gene2724	207	223	37	59	29	0
Gene2725	21	16	2	5	8	27
Gene2726	960	1391	826	767	616	575
Gene2727	127	182	54	197	84	110
Gene2728	353	622	732	690	211	158
Gene2729	1009	1556	941	848	1098	1621
Gene2730	877	665	495	256	793	742
Gene2731	13	37	11	12	6	8
Gene2732	240	140	152	38	22	0
Gene2733	1479	2034	475	788	1367	1948
Gene2734	873	1222	916	2447	746	708
Gene2735	10	8	5	3	11	12
Gene2736	1098	1182	228	235	803	344
Gene2737	1650	2469	800	948	1495	139
Gene2738	12	18	51	7	0	0
Gene2739	455	743	189	154	336	597
Gene2740	21	20	160	103	101	66
Gene2741	284	355	339	284	96	24
Gene2742	12	35	33	12	6	21
Gene2743	974	1423	549	810	864	740
Gene2744	484	448	258	678	373	443
Gene2745	7	23	6	2	1	6
Gene2746	42	21	35	12	49	0
Gene2747	60	108	214	738	0	0
Gene2748	32	60	0	40	34	11
Gene2749	33	30	12	24	8	26
Gene2750	676	555	43	82	480	791
Gene2751	793	4000	99	121	571	515
Gene2752	488	1389	286	250	261	851
Gene2753	90	960	503	963	103	49
Gene2754	3169	4874	2235	2201	2386	3241
Gene2755	707	1113	829	708	323	80
Gene2756	1165	3483	689	665	548	756
Gene2757	9	30	3	1	7	2
Gene2758	450	289	98	198	346	0
Gene2759	342	1046	609	661	171	0
Gene2760	28	3	5	0	0	0
Gene2761	4760	8649	4552	4963	2786	2164
Gene2762	69	59	44	5	0	0
Gene2763	1008	778	314	446	598	13
Gene2764	626	787	293	483	561	1093
Gene2765	570	323	240	368	117	201
Gene2766	11	29	13	20	3	0
Gene2767	565	1063	325	282	430	929
Gene2768	242	7	0	85	138	53
Gene2769	11292	13192	6323	9334	5067	1565
Gene2770	51	131	92	190	40	0
Gene2771	14	30	9	20	6	13
Gene2772	75	136	0	11	31	0
Gene2773	51	175	146	565	41	0
Gene2774	12	21	6	6	6	10
Gene2775	758	836	378	820	740	685
Gene2776	7906	11654	13698	10243	4211	648
Gene2777	848	773	821	700	516	3047
Gene2778	479	2014	543	254	314	912
Gene2779	488	439	141	146	75	8
Gene2780	7706	5101	5638	4511	815	197
Gene2781	4248	4284	4450	3771	2625	2914
Gene2782	863	1058	328	307	628	355
Gene2783	324	388	333	628	184	232
Gene2784	905	1744	614	658	747	820
Gene2785	489	1184	361	398	337	0
Gene2786	993	2251	1027	681	373	114
Gene2787	593	679	145	143	188	383
Gene2788	520	800	627	1597	381	249
Gene2789	1601	644	1146	1439	1020	885
Gene2790	31	61	0	9	17	0
Gene2791	1129	564	221	42	562	0
Gene2792	71	38	340	134	0	0
Gene2793	163	409	269	474	68	98
Gene2794	179	369	77	58	194	222
Gene2795	4144	2996	1660	1987	1414	2066
Gene2796	1051	1804	1091	1297	337	278
Gene2797	1990	1688	564	776	1269	2019
Gene2798	14452	21153	8851	9693	11774	18532
Gene2799	2940	6369	2816	3606	2426	4007
Gene2800	290	186	0	89	108	14
Gene2801	616	419	73	154	539	267
Gene2802	933	704	382	633	1021	1282
Gene2803	20	39	28	25	27	93
Gene2804	35	128	17	38	18	13
Gene2805	121	87	112	164	58	60
Gene2806	509	698	149	79	170	242
Gene2807	618	1502	1159	1111	366	0
Gene2808	866	1784	696	392	984	458
Gene2809	19	332	19	78	150	0
Gene2810	227	140	62	98	77	12
Gene2811	76	31	68	90	63	0
Gene2812	1554	2087	494	952	1129	2117
Gene2813	57	37	0	14	0	94
Gene2814	36	84	18	18	18	13
Gene2815	568	836	844	1147	235	204
Gene2816	208	784	109	293	290	348
Gene2817	725	0	0	0	0	570
Gene2818	516	803	296	791	243	794
Gene2819	1356	0	0	0	335	176
Gene2820	31	13	1	3	4	0
Gene2821	2244	2199	711	166	1290	805
Gene2822	836	2705	965	1003	348	307
Gene2823	351	646	209	144	227	109
Gene2824	385	956	204	208	306	334
Gene2825	844	772	629	823	463	0
Gene2826	288	21	0	55	141	677
Gene2827	1246	1566	499	521	869	399
Gene2828	426	288	125	75	249	106
Gene2829	209	57	0	0	76	0
Gene2830	1772	2303	822	1337	1368	2420
Gene2831	68	101	62	23	37	0
Gene2832	3361	6068	1501	1602	1095	2304
Gene2833	311	597	202	70	240	38
Gene2834	734	495	35	85	511	233
Gene2835	684	789	400	594	593	256
Gene2836	101	294	134	153	10	25
Gene2837	779	1639	476	271	707	2150
Gene2838	2026	329	784	341	655	433
Gene2839	9	44	19	84	3	0
Gene2840	308	17	0	0	129	0
Gene2841	1705	1586	878	865	1054	897
Gene2842	665	242	153	0	325	152
Gene2843	10200	18231	7788	9181	8161	8709
Gene2844	16	44	19	21	4	8
Gene2845	204	603	150	476	56	669
Gene2846	1264	1240	413	377	759	1941
Gene2847	1842	2587	435	391	2114	1269
Gene2848	1559	2740	959	917	1143	1112
Gene2849	669	535	115	129	649	91
Gene2850	697	1343	705	721	924	1114
Gene2851	125	292	66	92	18	176
Gene2852	109	271	0	0	49	55
Gene2853	7564	5482	3194	3617	5301	1188
Gene2854	1549	2087	597	523	1627	752
Gene2855	30	11	0	65	0	0
Gene2856	1188	966	1494	315	1273	259
Gene2857	5996	135	483	46	1375	275
Gene2858	36	0	0	0	12	69
Gene2859	56	166	30	29	23	17
Gene2860	49	71	151	435	0	0
Gene2861	525	617	233	476	398	753
Gene2862	207	464	381	222	228	0
Gene2863	11	0	0	0	147	1208
Gene2864	4	12	0	0	13	0
Gene2865	5464	8305	2855	2086	3945	6142
Gene2866	284	85	78	189	249	673
Gene2867	926	1445	718	662	384	166
Gene2868	2	20	3	0	0	2
Gene2869	735	2174	573	838	471	73
Gene2870	717	651	276	710	374	175
Gene2871	445	464	267	272	293	681
Gene2872	1	10	10	13	0	10
Gene2873	25	45	12	18	15	28
Gene2874	903	576	354	82	529	0
Gene2875	273	78	29	15	107	187
Gene2876	1965	2659	1046	2694	1520	542
Gene2877	294	114	63	40	389	255
Gene2878	14	31	13	13	21	6
Gene2879	393	465	141	41	152	255
Gene2880	387	208	137	43	406	2048
Gene2881	618	3655	719	331	439	193
Gene2882	48	0	0	0	0	149
Gene2883	1559	3075	1934	2842	1227	665
Gene2884	1423	1856	868	1175	897	327
Gene2885	96	196	0	0	116	0
Gene2886	59	70	49	74	13	20
Gene2887	39	84	6	61	0	91
Gene2888	3114	5670	5173	15835	1538	1221
Gene2889	527	1838	513	480	219	378
Gene2890	80	105	29	29	34	41
Gene2891	4444	1468	797	886	4449	0
Gene2892	792	3420	1849	1397	675	594
Gene2893	1428	291	109	0	340	0
Gene2894	41	24	4	3	30	429
Gene2895	879	1576	1118	1730	185	286
Gene2896	351	728	92	243	239	616
Gene2897	285	25	0	0	26	0
Gene2898	1930	5045	811	1325	774	1079
Gene2899	179	294	260	148	141	35
Gene2900	167	87	31	8	79	160
Gene2901	875	1285	450	215	436	689
Gene2902	1194	993	940	553	752	529
Gene2903	888	1168	402	819	662	0
Gene2904	535	29	0	0	780	0
Gene2905	358	1077	421	407	74	85
Gene2906	581	860	309	456	686	1362
Gene2907	1968	1819	1200	934	1108	37
Gene2908	255	482	152	228	38	0
Gene2909	93	60	19	19	28	59
Gene2910	78	20	49	0	46	0
Gene2911	617	2384	537	696	103	226
Gene2912	1493	551	999	1891	79	0
Gene2913	172	91	0	7	90	0
Gene2914	417	1069	889	555	162	621
Gene2915	226	321	22	44	451	0
Gene2916	421	396	131	87	174	160
Gene2917	259	464	596	268	0	0
Gene2918	1841	1831	531	348	864	747
Gene2919	44	7	0	0	0	134
Gene2920	24	104	26	14	15	22
Gene2921	3451	2850	1677	1743	1703	2959
Gene2922	2682	2761	1812	2177	1743	1686
Gene2923	1644	1608	563	564	1385	2278
Gene2924	1566	585	645	418	766	159
Gene2925	1347	2590	958	1308	1197	1405
Gene2926	135	261	161	185	108	80
Gene2927	191	401	364	153	123	64
Gene2928	110	98	0	12	56	0
Gene2929	297	109	43	0	223	0
Gene2930	416	991	1200	1288	0	0
Gene2931	37	19	0	0	17	0
Gene2932	935	3988	319	367	752	1344
Gene2933	480	500	308	314	248	19
Gene2934	5	74	146	133	5	31
Gene2935	3288	1918	1193	1021	824	510
Gene2936	193	53	18	18	237	310
Gene2937	81	22	2	9	63	496
Gene2938	216	109	91	11	59	114
Gene2939	3154	3430	2738	1220	2644	1103
Gene2940	114	174	61	68	73	0
Gene2941	247	2063	288	106	452	78
Gene2942	83	1115	999	316	1389	0
Gene2943	1170	1162	800	1148	1111	1095
Gene2944	297	212	210	388	161	0
Gene2945	300	563	690	410	128	305
Gene2946	556	1462	335	306	350	234
Gene2947	9267	1918	668	1470	894	1153
Gene2948	453	389	45	63	245	103
Gene2949	563	1076	663	756	323	84
Gene2950	147	227	155	105	50	99
Gene2951	180	131	0	33	68	242
Gene2952	459	470	217	186	270	0
Gene2953	295	328	48	9	65	0
Gene2954	38	204	179	301	93	87
Gene2955	184	227	42	103	69	48
Gene2956	3	11	2	7	2	0
Gene2957	605	715	334	330	415	578
Gene2958	1065	1723	540	490	963	1156
Gene2959	524	239	1	198	34	0
Gene2960	73	45	54	60	9	0
Gene2961	136	492	425	469	23	0
Gene2962	9488	14271	6063	10345	7341	7948
Gene2963	14	9	2	4	17	30
Gene2964	23	129	264	86	15	0
Gene2965	307	125	66	11	45	505
Gene2966	667	770	171	320	373	126
Gene2967	617	526	17	56	216	35
Gene2968	144	250	202	162	116	174
Gene2969	8760	4091	3244	4477	6766	5005
Gene2970	299	346	59	41	142	75
Gene2971	137	227	0	0	183	139
Gene2972	272	187	39	24	186	86
Gene2973	127	403	275	74	58	0
Gene2974	28	55	7	5	3	23
Gene2975	1675	2022	879	817	1084	977
Gene2976	969	1734	207	0	474	52
Gene2977	315	16	0	0	107	0
Gene2978	511	566	207	218	553	521
Gene2979	404	363	107	134	428	190
